municipio_id_sus,nome,uf_sigla,periodo_codigo,indicadores_nome,peso,meta,resultado,nota,isf_calculado,isf_calculado_erro,isf_calculado_final
410337,Brasilândia do Sul,PR,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,68,10.00,8.647368421,#VALUE!,
410337,Brasilândia do Sul,PR,2022.Q3,Gestantes Saúde Bucal,2,60,68,10.00,8.647368421,#VALUE!,
410337,Brasilândia do Sul,PR,2022.Q3,Cobertura Citopatológico,1,40,28,7.00,8.647368421,#VALUE!,
410337,Brasilândia do Sul,PR,2022.Q3,Cobertura Polio e Penta,2,95,45,4.74,8.547368421,#VALUE!,
410337,Brasilândia do Sul,PR,2022.Q3,Hipertensão (PA Aferida),2,50,72,10.00,9.6,#VALUE!,
410337,Brasilândia do Sul,PR,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,77,10.00,9.2,#VALUE!,
170360,Brasilândia do Tocantins,TO,2022.Q3,Pré-Natal (6 consultas),1,45,73,10.00,9.04,9.04,9.04
170360,Brasilândia do Tocantins,TO,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,82,10.00,8.973333333,#VALUE!,
170360,Brasilândia do Tocantins,TO,2022.Q3,Gestantes Saúde Bucal,2,60,100,10.00,8.973333333,#VALUE!,
170360,Brasilândia do Tocantins,TO,2022.Q3,Cobertura Citopatológico,1,40,24,6.00,8.973333333,#VALUE!,
170360,Brasilândia do Tocantins,TO,2022.Q3,Cobertura Polio e Penta,2,95,100,10.00,8.973333333,#VALUE!,
170360,Brasilândia do Tocantins,TO,2022.Q3,Hipertensão (PA Aferida),2,50,40,8.00,8.383859649,#VALUE!,
170360,Brasilândia do Tocantins,TO,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,42,8.40,8.303859649,#VALUE!,
120010,Brasiléia,AC,2022.Q3,Pré-Natal (6 consultas),1,45,42,9.33,8.083859649,8.083859649,8.083859649
120010,Brasiléia,AC,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,91,10.00,8.150526316,#VALUE!,
120010,Brasiléia,AC,2022.Q3,Gestantes Saúde Bucal,2,60,81,10.00,8.150526316,#VALUE!,
120010,Brasiléia,AC,2022.Q3,Cobertura Citopatológico,1,40,24,6.00,8.150526316,#VALUE!,
120010,Brasiléia,AC,2022.Q3,Cobertura Polio e Penta,2,95,67,7.05,8.175526316,#VALUE!,
120010,Brasiléia,AC,2022.Q3,Hipertensão (PA Aferida),2,50,38,7.60,8.407105263,#VALUE!,
120010,Brasiléia,AC,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,31,6.20,8.487105263,#VALUE!,
220196,Brasileira,PI,2022.Q3,Pré-Natal (6 consultas),1,45,72,10.00,8.507105263,8.507105263,8.507105263
220196,Brasileira,PI,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,81,10.00,8.507105263,#VALUE!,
220196,Brasileira,PI,2022.Q3,Gestantes Saúde Bucal,2,60,72,10.00,8.507105263,#VALUE!,
220196,Brasileira,PI,2022.Q3,Cobertura Citopatológico,1,40,25,6.25,8.140438596,#VALUE!,
220196,Brasileira,PI,2022.Q3,Cobertura Polio e Penta,2,95,78,8.21,7.815438596,#VALUE!,
220196,Brasileira,PI,2022.Q3,Hipertensão (PA Aferida),2,50,40,8.00,7.836491228,#VALUE!,
220196,Brasileira,PI,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,32,6.40,7.156491228,#VALUE!,
530010,Brasília,DF,2022.Q3,Pré-Natal (6 consultas),1,45,52,10.00,6.796491228,6.796491228,6.796491228
530010,Brasília,DF,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,81,10.00,6.796491228,#VALUE!,
530010,Brasília,DF,2022.Q3,Gestantes Saúde Bucal,2,60,49,8.17,6.796491228,#VALUE!,
530010,Brasília,DF,2022.Q3,Cobertura Citopatológico,1,40,12,3.00,7.163157895,#VALUE!,
530010,Brasília,DF,2022.Q3,Cobertura Polio e Penta,2,95,79,8.32,7.863157895,#VALUE!,
530010,Brasília,DF,2022.Q3,Hipertensão (PA Aferida),2,50,23,4.60,8.115789474,#VALUE!,
530010,Brasília,DF,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,14,2.80,9.075789474,#VALUE!,
310860,Brasília de Minas,MG,2022.Q3,Pré-Natal (6 consultas),1,45,46,10.00,9.795789474,9.795789474,9.795789474
310860,Brasília de Minas,MG,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,93,10.00,9.795789474,#VALUE!,
310860,Brasília de Minas,MG,2022.Q3,Gestantes Saúde Bucal,2,60,85,10.00,9.795789474,#VALUE!,
310860,Brasília de Minas,MG,2022.Q3,Cobertura Citopatológico,1,40,45,10.00,9.795789474,#VALUE!,
310860,Brasília de Minas,MG,2022.Q3,Cobertura Polio e Penta,2,95,91,9.58,9.420789474,#VALUE!,
310860,Brasília de Minas,MG,2022.Q3,Hipertensão (PA Aferida),2,50,47,9.40,9.336578947,#VALUE!,
310860,Brasília de Minas,MG,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,58,10.00,8.696578947,#VALUE!,
510190,Brasnorte,MT,2022.Q3,Pré-Natal (6 consultas),1,45,64,10.00,7.996578947,7.996578947,7.996578947
510190,Brasnorte,MT,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,72,10.00,7.996578947,#VALUE!,
510190,Brasnorte,MT,2022.Q3,Gestantes Saúde Bucal,2,60,71,10.00,7.996578947,#VALUE!,
510190,Brasnorte,MT,2022.Q3,Cobertura Citopatológico,1,40,25,6.25,7.996578947,#VALUE!,
510190,Brasnorte,MT,2022.Q3,Cobertura Polio e Penta,2,95,87,9.16,7.896578947,#VALUE!,
510190,Brasnorte,MT,2022.Q3,Hipertensão (PA Aferida),2,50,31,6.20,6.949210526,#VALUE!,
510190,Brasnorte,MT,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,15,3.00,7.149210526,#VALUE!,
350770,Braúna,SP,2022.Q3,Pré-Natal (6 consultas),1,45,47,10.00,7.129210526,7.129210526,7.129210526
350770,Braúna,SP,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,68,10.00,7.129210526,#VALUE!,
350770,Braúna,SP,2022.Q3,Gestantes Saúde Bucal,2,60,68,10.00,7.129210526,#VALUE!,
350770,Braúna,SP,2022.Q3,Cobertura Citopatológico,1,40,21,5.25,7.129210526,#VALUE!,
350770,Braúna,SP,2022.Q3,Cobertura Polio e Penta,2,95,42,4.42,7.504210526,#VALUE!,
350770,Braúna,SP,2022.Q3,Hipertensão (PA Aferida),2,50,36,7.20,8.62,#VALUE!,
350770,Braúna,SP,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,14,2.80,8.78,#VALUE!,
310880,Braúnas,MG,2022.Q3,Pré-Natal (6 consultas),1,45,57,10.00,9.08,9.08,9.08
310880,Braúnas,MG,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,86,10.00,9.08,#VALUE!,
310880,Braúnas,MG,2022.Q3,Gestantes Saúde Bucal,2,60,71,10.00,9.08,#VALUE!,
310880,Braúnas,MG,2022.Q3,Cobertura Citopatológico,1,40,36,9.00,9.08,#VALUE!,
310880,Braúnas,MG,2022.Q3,Cobertura Polio e Penta,2,95,96,10.00,9.005,#VALUE!,
310880,Braúnas,MG,2022.Q3,Hipertensão (PA Aferida),2,50,40,8.00,8.941842105,#VALUE!,
310880,Braúnas,MG,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,29,5.80,9.101842105,#VALUE!,
520360,Brazabrantes,GO,2022.Q3,Pré-Natal (6 consultas),1,45,50,10.00,9.261842105,9.261842105,9.261842105
520360,Brazabrantes,GO,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,64,10.00,9.084064327,#VALUE!,
520360,Brazabrantes,GO,2022.Q3,Gestantes Saúde Bucal,2,60,79,10.00,8.984064327,#VALUE!,
520360,Brazabrantes,GO,2022.Q3,Cobertura Citopatológico,1,40,33,8.25,8.517397661,#VALUE!,
520360,Brazabrantes,GO,2022.Q3,Cobertura Polio e Penta,2,95,92,9.68,8.467397661,#VALUE!,
520360,Brazabrantes,GO,2022.Q3,Hipertensão (PA Aferida),2,50,44,8.80,8.425292398,#VALUE!,
520360,Brazabrantes,GO,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,37,7.40,7.865292398,#VALUE!,
310890,Brazópolis,MG,2022.Q3,Pré-Natal (6 consultas),1,45,37,8.22,7.705292398,7.705292398,7.705292398
310890,Brazópolis,MG,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,54,9.00,7.883070175,#VALUE!,
310890,Brazópolis,MG,2022.Q3,Gestantes Saúde Bucal,2,60,46,7.67,7.983070175,#VALUE!,
310890,Brazópolis,MG,2022.Q3,Cobertura Citopatológico,1,40,31,7.75,8.449736842,#VALUE!,
310890,Brazópolis,MG,2022.Q3,Cobertura Polio e Penta,2,95,90,9.47,8.674736842,#VALUE!,
310890,Brazópolis,MG,2022.Q3,Hipertensão (PA Aferida),2,50,30,6.00,8.78,#VALUE!,
310890,Brazópolis,MG,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,29,5.80,9.58,#VALUE!,
260240,Brejão,PE,2022.Q3,Pré-Natal (6 consultas),1,45,77,10.00,9.98,9.98,9.98
260240,Brejão,PE,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,91,10.00,9.98,#VALUE!,
260240,Brejão,PE,2022.Q3,Gestantes Saúde Bucal,2,60,96,10.00,9.98,#VALUE!,
260240,Brejão,PE,2022.Q3,Cobertura Citopatológico,1,40,43,10.00,9.98,#VALUE!,
260240,Brejão,PE,2022.Q3,Cobertura Polio e Penta,2,95,95,10.00,9.78,#VALUE!,
260240,Brejão,PE,2022.Q3,Hipertensão (PA Aferida),2,50,51,10.00,9.274736842,#VALUE!,
260240,Brejão,PE,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,49,9.80,9.274736842,#VALUE!,
320115,Brejetuba,ES,2022.Q3,Pré-Natal (6 consultas),1,45,66,10.00,9.254736842,9.254736842,9.254736842
320115,Brejetuba,ES,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,95,10.00,9.254736842,#VALUE!,
320115,Brejetuba,ES,2022.Q3,Gestantes Saúde Bucal,2,60,95,10.00,9.254736842,#VALUE!,
320115,Brejetuba,ES,2022.Q3,Cobertura Citopatológico,1,40,32,8.00,8.254736842,#VALUE!,
320115,Brejetuba,ES,2022.Q3,Cobertura Polio e Penta,2,95,71,7.47,8.454736842,#VALUE!,
320115,Brejetuba,ES,2022.Q3,Hipertensão (PA Aferida),2,50,58,10.00,8.96,#VALUE!,
320115,Brejetuba,ES,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,48,9.60,8.96,#VALUE!,
260250,Brejinho,PE,2022.Q3,Pré-Natal (6 consultas),1,45,71,10.00,9,9,9
240180,Brejinho,RN,2022.Q3,Pré-Natal (6 consultas),1,45,65,10.00,8.55,8.55,8.55
260250,Brejinho,PE,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,100,10.00,9.55,#VALUE!,
240180,Brejinho,RN,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,92,10.00,10.27631579,#VALUE!,
260250,Brejinho,PE,2022.Q3,Gestantes Saúde Bucal,2,60,100,10.00,11.03631579,#VALUE!,
240180,Brejinho,RN,2022.Q3,Gestantes Saúde Bucal,2,60,92,10.00,10.39631579,#VALUE!,
260250,Brejinho,PE,2022.Q3,Cobertura Citopatológico,1,40,44,10.00,9.216315789,#VALUE!,
240180,Brejinho,RN,2022.Q3,Cobertura Citopatológico,1,40,22,5.50,8.656315789,#VALUE!,
260250,Brejinho,PE,2022.Q3,Cobertura Polio e Penta,2,95,97,10.00,8.950760234,#VALUE!,
240180,Brejinho,RN,2022.Q3,Cobertura Polio e Penta,2,95,82,8.63,7.950760234,#VALUE!,
260250,Brejinho,PE,2022.Q3,Hipertensão (PA Aferida),2,50,44,8.80,8.224444444,#VALUE!,
240180,Brejinho,RN,2022.Q3,Hipertensão (PA Aferida),2,50,34,6.80,6.864444444,#VALUE!,
260250,Brejinho,PE,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,41,8.20,7.146549708,#VALUE!,
240180,Brejinho,RN,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,22,4.40,7.286549708,#VALUE!,
170370,Brejinho de Nazaré,TO,2022.Q3,Pré-Natal (6 consultas),1,45,38,8.44,7.106549708,7.106549708,7.106549708
170370,Brejinho de Nazaré,TO,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,77,10.00,7.262105263,#VALUE!,
170370,Brejinho de Nazaré,TO,2022.Q3,Gestantes Saúde Bucal,2,60,85,10.00,7.262105263,#VALUE!,
170370,Brejinho de Nazaré,TO,2022.Q3,Cobertura Citopatológico,1,40,16,4.00,7.262105263,#VALUE!,
170370,Brejinho de Nazaré,TO,2022.Q3,Cobertura Polio e Penta,2,95,78,8.21,7.312105263,#VALUE!,
170370,Brejinho de Nazaré,TO,2022.Q3,Hipertensão (PA Aferida),2,50,24,4.80,7.122631579,#VALUE!,
170370,Brejinho de Nazaré,TO,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,13,2.60,7.962631579,#VALUE!,
210210,Brejo,MA,2022.Q3,Pré-Natal (6 consultas),1,45,61,10.00,8.602631579,8.602631579,8.602631579
210210,Brejo,MA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,88,10.00,8.247076023,#VALUE!,
210210,Brejo,MA,2022.Q3,Gestantes Saúde Bucal,2,60,81,10.00,7.96374269,#VALUE!,
210210,Brejo,MA,2022.Q3,Cobertura Citopatológico,1,40,18,4.50,7.397076023,#VALUE!,
210210,Brejo,MA,2022.Q3,Cobertura Polio e Penta,2,95,69,7.26,7.897076023,#VALUE!,
210210,Brejo,MA,2022.Q3,Hipertensão (PA Aferida),2,50,45,9.00,8.444444444,#VALUE!,
210210,Brejo,MA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,45,9.00,8.404444444,#VALUE!,
350775,Brejo Alegre,SP,2022.Q3,Pré-Natal (6 consultas),1,45,29,6.44,8.504444444,8.504444444,8.504444444
350775,Brejo Alegre,SP,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,43,7.17,8.86,#VALUE!,
350775,Brejo Alegre,SP,2022.Q3,Gestantes Saúde Bucal,2,60,43,7.17,9.143333333,#VALUE!,
350775,Brejo Alegre,SP,2022.Q3,Cobertura Citopatológico,1,40,38,9.50,9.71,#VALUE!,
350775,Brejo Alegre,SP,2022.Q3,Cobertura Polio e Penta,2,95,100,10.00,9.11,#VALUE!,
350775,Brejo Alegre,SP,2022.Q3,Hipertensão (PA Aferida),2,50,44,8.80,8.773157895,#VALUE!,
350775,Brejo Alegre,SP,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,55,10.00,7.373157895,#VALUE!,
260260,Brejo da Madre de Deus,PE,2022.Q3,Pré-Natal (6 consultas),1,45,55,10.00,6.573157895,6.573157895,6.573157895
260260,Brejo da Madre de Deus,PE,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,86,10.00,6.573157895,#VALUE!,
260260,Brejo da Madre de Deus,PE,2022.Q3,Gestantes Saúde Bucal,2,60,77,10.00,6.573157895,#VALUE!,
260260,Brejo da Madre de Deus,PE,2022.Q3,Cobertura Citopatológico,1,40,14,3.50,6.573157895,#VALUE!,
260260,Brejo da Madre de Deus,PE,2022.Q3,Cobertura Polio e Penta,2,95,79,8.32,6.698157895,#VALUE!,
260260,Brejo da Madre de Deus,PE,2022.Q3,Hipertensão (PA Aferida),2,50,9,1.80,6.866578947,#VALUE!,
260260,Brejo da Madre de Deus,PE,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,10,2.00,8.146578947,#VALUE!,
210215,Brejo de Areia,MA,2022.Q3,Pré-Natal (6 consultas),1,45,54,10.00,8.766578947,8.766578947,8.766578947
210215,Brejo de Areia,MA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,85,10.00,8.766578947,#VALUE!,
210215,Brejo de Areia,MA,2022.Q3,Gestantes Saúde Bucal,2,60,93,10.00,8.766578947,#VALUE!,
210215,Brejo de Areia,MA,2022.Q3,Cobertura Citopatológico,1,40,19,4.75,8.766578947,#VALUE!,
210215,Brejo de Areia,MA,2022.Q3,Cobertura Polio e Penta,2,95,87,9.16,8.966578947,#VALUE!,
210215,Brejo de Areia,MA,2022.Q3,Hipertensão (PA Aferida),2,50,41,8.20,8.756052632,#VALUE!,
210215,Brejo de Areia,MA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,41,8.20,7.916052632,#VALUE!,
250280,Brejo do Cruz,PB,2022.Q3,Pré-Natal (6 consultas),1,45,85,10.00,7.356052632,7.356052632,7.356052632
250280,Brejo do Cruz,PB,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,93,10.00,7.356052632,#VALUE!,
250280,Brejo do Cruz,PB,2022.Q3,Gestantes Saúde Bucal,2,60,91,10.00,7.356052632,#VALUE!,
250280,Brejo do Cruz,PB,2022.Q3,Cobertura Citopatológico,1,40,27,6.75,7.356052632,#VALUE!,
250280,Brejo do Cruz,PB,2022.Q3,Cobertura Polio e Penta,2,95,77,8.11,7.381052632,#VALUE!,
250280,Brejo do Cruz,PB,2022.Q3,Hipertensão (PA Aferida),2,50,20,4.00,7.591578947,#VALUE!,
250280,Brejo do Cruz,PB,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,13,2.60,8.391578947,#VALUE!,
220198,Brejo do Piauí,PI,2022.Q3,Pré-Natal (6 consultas),1,45,83,10.00,8.971578947,8.971578947,8.971578947
220198,Brejo do Piauí,PI,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,83,10.00,8.927134503,#VALUE!,
220198,Brejo do Piauí,PI,2022.Q3,Gestantes Saúde Bucal,2,60,92,10.00,8.410467836,#VALUE!,
220198,Brejo do Piauí,PI,2022.Q3,Cobertura Citopatológico,1,40,28,7.00,7.677134503,#VALUE!,
220198,Brejo do Piauí,PI,2022.Q3,Cobertura Polio e Penta,2,95,87,9.16,7.427134503,#VALUE!,
220198,Brejo do Piauí,PI,2022.Q3,Hipertensão (PA Aferida),2,50,40,8.00,6.900818713,#VALUE!,
220198,Brejo do Piauí,PI,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,42,8.40,6.300818713,#VALUE!,
250290,Brejo dos Santos,PB,2022.Q3,Pré-Natal (6 consultas),1,45,43,9.56,6.180818713,6.180818713,6.180818713
250290,Brejo dos Santos,PB,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,29,4.83,5.325263158,#VALUE!,
250290,Brejo dos Santos,PB,2022.Q3,Gestantes Saúde Bucal,2,60,38,6.33,5.486374269,#VALUE!,
250290,Brejo dos Santos,PB,2022.Q3,Cobertura Citopatológico,1,40,18,4.50,5.219707602,#VALUE!,
250290,Brejo dos Santos,PB,2022.Q3,Cobertura Polio e Penta,2,95,62,6.53,6.303040936,#VALUE!,
250290,Brejo dos Santos,PB,2022.Q3,Hipertensão (PA Aferida),2,50,25,5.00,5.422777778,#VALUE!,
250290,Brejo dos Santos,PB,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,36,7.20,5.39119883,#VALUE!,
280070,Brejo Grande,SE,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,5,1.00,5.59119883,#VALUE!,
280070,Brejo Grande,SE,2022.Q3,Pré-Natal (6 consultas),1,45,29,6.44,6.49119883,6.49119883,6.49119883
280070,Brejo Grande,SE,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,89,10.00,6.846754386,#VALUE!,
280070,Brejo Grande,SE,2022.Q3,Gestantes Saúde Bucal,2,60,46,7.67,7.846754386,#VALUE!,
280070,Brejo Grande,SE,2022.Q3,Cobertura Citopatológico,1,40,17,4.25,6.613421053,#VALUE!,
280070,Brejo Grande,SE,2022.Q3,Cobertura Polio e Penta,2,95,46,4.84,7.556842105,#VALUE!,
280070,Brejo Grande,SE,2022.Q3,Hipertensão (PA Aferida),2,50,23,4.60,7.028421053,#VALUE!,
150175,Brejo Grande do Araguaia,PA,2022.Q3,Pré-Natal (6 consultas),1,45,67,10.00,6.328421053,6.328421053,6.328421053
150175,Brejo Grande do Araguaia,PA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,64,10.00,6.328421053,#VALUE!,
150175,Brejo Grande do Araguaia,PA,2022.Q3,Gestantes Saúde Bucal,2,60,72,10.00,6.328421053,#VALUE!,
150175,Brejo Grande do Araguaia,PA,2022.Q3,Cobertura Citopatológico,1,40,12,3.00,6.328421053,#VALUE!,
150175,Brejo Grande do Araguaia,PA,2022.Q3,Cobertura Polio e Penta,2,95,65,6.84,6.803421053,#VALUE!,
150175,Brejo Grande do Araguaia,PA,2022.Q3,Hipertensão (PA Aferida),2,50,11,2.20,7.392894737,#VALUE!,
150175,Brejo Grande do Araguaia,PA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,11,2.20,8.952894737,#VALUE!,
230250,Brejo Santo,CE,2022.Q3,Pré-Natal (6 consultas),1,45,74,10.00,9.732894737,9.732894737,9.732894737
230250,Brejo Santo,CE,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,96,10.00,9.732894737,#VALUE!,
230250,Brejo Santo,CE,2022.Q3,Gestantes Saúde Bucal,2,60,96,10.00,9.732894737,#VALUE!,
230250,Brejo Santo,CE,2022.Q3,Cobertura Citopatológico,1,40,31,7.75,9.732894737,#VALUE!,
230250,Brejo Santo,CE,2022.Q3,Cobertura Polio e Penta,2,95,93,9.79,9.707894737,#VALUE!,
230250,Brejo Santo,CE,2022.Q3,Hipertensão (PA Aferida),2,50,56,10.00,9.434210526,#VALUE!,
230250,Brejo Santo,CE,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,52,10.00,8.634210526,#VALUE!,
290430,Brejões,BA,2022.Q3,Pré-Natal (6 consultas),1,45,80,10.00,8.514210526,8.514210526,8.514210526
290430,Brejões,BA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,95,10.00,8.514210526,#VALUE!,
290430,Brejões,BA,2022.Q3,Gestantes Saúde Bucal,2,60,93,10.00,8.514210526,#VALUE!,
290430,Brejões,BA,2022.Q3,Cobertura Citopatológico,1,40,30,7.50,7.914210526,#VALUE!,
290430,Brejões,BA,2022.Q3,Cobertura Polio e Penta,2,95,80,8.42,7.239210526,#VALUE!,
290430,Brejões,BA,2022.Q3,Hipertensão (PA Aferida),2,50,30,6.00,7.239210526,#VALUE!,
290430,Brejões,BA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,44,8.80,7.359210526,#VALUE!,
290440,Brejolândia,BA,2022.Q3,Pré-Natal (6 consultas),1,45,79,10.00,6.699210526,6.699210526,6.699210526
290440,Brejolândia,BA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,71,10.00,6.521432749,#VALUE!,
290440,Brejolândia,BA,2022.Q3,Gestantes Saúde Bucal,2,60,42,7.00,6.471432749,#VALUE!,
290440,Brejolândia,BA,2022.Q3,Cobertura Citopatológico,1,40,3,0.75,6.538099415,#VALUE!,
290440,Brejolândia,BA,2022.Q3,Cobertura Polio e Penta,2,95,80,8.42,6.638099415,#VALUE!,
290440,Brejolândia,BA,2022.Q3,Hipertensão (PA Aferida),2,50,33,6.60,6.111783626,#VALUE!,
290440,Brejolândia,BA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,11,2.20,5.511783626,#VALUE!,
150178,Breu Branco,PA,2022.Q3,Pré-Natal (6 consultas),1,45,37,8.22,5.471783626,5.471783626,5.471783626
150178,Breu Branco,PA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,57,9.50,4.849561404,#VALUE!,
150178,Breu Branco,PA,2022.Q3,Gestantes Saúde Bucal,2,60,44,7.33,4.31622807,#VALUE!,
150178,Breu Branco,PA,2022.Q3,Cobertura Citopatológico,1,40,7,1.75,3.849561404,#VALUE!,
150178,Breu Branco,PA,2022.Q3,Cobertura Polio e Penta,2,95,55,5.79,3.924561404,#VALUE!,
150178,Breu Branco,PA,2022.Q3,Hipertensão (PA Aferida),2,50,18,3.60,3.440350877,#VALUE!,
150178,Breu Branco,PA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,9,1.80,2.920350877,#VALUE!,
150180,Breves,PA,2022.Q3,Pré-Natal (6 consultas),1,45,9,2.00,2.820350877,2.820350877,2.820350877
150180,Breves,PA,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,25,4.17,3.620350877,#VALUE!,
150180,Breves,PA,2022.Q3,Gestantes Saúde Bucal,2,60,30,5.00,4.203684211,#VALUE!,
150180,Breves,PA,2022.Q3,Cobertura Citopatológico,1,40,10,2.50,3.903684211,#VALUE!,
150180,Breves,PA,2022.Q3,Cobertura Polio e Penta,2,95,32,3.37,4.103684211,#VALUE!,
150180,Breves,PA,2022.Q3,Hipertensão (PA Aferida),2,50,5,1.00,5.387894737,#VALUE!,
150180,Breves,PA,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,4,0.80,6.107894737,#VALUE!,
520380,Britânia,GO,2022.Q3,Pré-Natal (6 consultas),1,45,50,10.00,6.327894737,6.327894737,6.327894737
520380,Britânia,GO,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,100,10.00,6.327894737,#VALUE!,
520380,Britânia,GO,2022.Q3,Gestantes Saúde Bucal,2,60,21,3.50,6.327894737,#VALUE!,
520380,Britânia,GO,2022.Q3,Cobertura Citopatológico,1,40,18,4.50,7.627894737,#VALUE!,
520380,Britânia,GO,2022.Q3,Cobertura Polio e Penta,2,95,93,9.79,7.877894737,#VALUE!,
520380,Britânia,GO,2022.Q3,Hipertensão (PA Aferida),2,50,23,4.60,7.52,#VALUE!,
520380,Britânia,GO,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,15,3.00,6.88,#VALUE!,
430265,Brochier,RS,2022.Q3,Pré-Natal (6 consultas),1,45,75,10.00,6.58,6.58,6.58
430265,Brochier,RS,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,88,10.00,6.58,#VALUE!,
430265,Brochier,RS,2022.Q3,Gestantes Saúde Bucal,2,60,88,10.00,6.58,#VALUE!,
430265,Brochier,RS,2022.Q3,Cobertura Citopatológico,1,40,28,7.00,6.38,#VALUE!,
430265,Brochier,RS,2022.Q3,Cobertura Polio e Penta,2,95,76,8.00,6.68,#VALUE!,
430265,Brochier,RS,2022.Q3,Hipertensão (PA Aferida),2,50,7,1.40,6.806315789,#VALUE!,
430265,Brochier,RS,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,0,0.00,8.526315789,#VALUE!,
350780,Brodowski,SP,2022.Q3,Pré-Natal (6 consultas),1,45,49,10.00,9.506315789,9.506315789,9.506315789
350780,Brodowski,SP,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,61,10.00,9.217426901,#VALUE!,
350780,Brodowski,SP,2022.Q3,Gestantes Saúde Bucal,2,60,54,9.00,9.217426901,#VALUE!,
350780,Brodowski,SP,2022.Q3,Cobertura Citopatológico,1,40,41,10.00,9.250760234,#VALUE!,
350780,Brodowski,SP,2022.Q3,Cobertura Polio e Penta,2,95,82,8.63,8.400760234,#VALUE!,
350780,Brodowski,SP,2022.Q3,Hipertensão (PA Aferida),2,50,52,10.00,7.958654971,#VALUE!,
350780,Brodowski,SP,2022.Q3,Diabetes (Hemoglobina Glicada),1,50,49,9.80,6.238654971,#VALUE!,
350790,Brotas,SP,2022.Q3,Pré-Natal (6 consultas),1,45,32,7.11,5.438654971,5.438654971,5.438654971
350790,Brotas,SP,2022.Q3,Pré-Natal (Sífilis e HIV),1,60,62,10.00,5.72754386,#VALUE!,
350790,Brotas,SP,2022.Q3,Gestantes Saúde Bucal,2,60,55,9.17,5.510877193,#VALUE!,
