"municipio_id_sus","nome","uf_sigla","periodo_codigo","indicadores_nome","numerador","denominador_estimado","denominador_informado","nota_porcentagem","denominador_utilizado","cadastro","base_externa","porcentagem","populacao"
"430367",Campestre da Serra,RS,"2022.Q3",Pré-Natal (6 consultas),3,3,7,43,7,3701,3.0,233,3402
"430635",Dezesseis de Novembro,RS,"2022.Q3",Pré-Natal (6 consultas),3,4,7,43,7,2816,3.0,175,2331
"317060",Vargem Bonita,MG,"2022.Q3",Pré-Natal (6 consultas),3,5,7,43,7,2132,5.0,140,2143
"430215",Boa Vista das Missões,RS,"2022.Q3",Pré-Natal (6 consultas),3,5,7,43,7,2606,4.0,140,2087
"431242",Mormaço,RS,"2022.Q3",Pré-Natal (6 consultas),3,5,7,43,7,3200,5.0,140,3139
"430637",Dilermando de Aguiar,RS,"2022.Q3",Pré-Natal (6 consultas),3,5,7,43,7,3751,4.0,140,2991
"355255",Suzanápolis,SP,"2022.Q3",Pré-Natal (6 consultas),3,5,7,43,7,3965,5.0,140,4063
"355420",Tejupá,SP,"2022.Q3",Pré-Natal (6 consultas),3,6,7,43,7,1726,15.0,117,4452
"310440",Argirita,MG,"2022.Q3",Pré-Natal (6 consultas),3,7,7,43,7,3337,6.0,100,2681
"520850",Goiandira,GO,"2022.Q3",Pré-Natal (6 consultas),3,7,7,43,7,5732,7.0,100,5650
"430740",Esmeralda,RS,"2022.Q3",Pré-Natal (6 consultas),3,8,7,43,7,3605,7.0,88,3291
"421835",Treviso,SC,"2022.Q3",Pré-Natal (6 consultas),3,8,7,43,7,4445,7.0,88,4002
"315590",Rio Preto,MG,"2022.Q3",Pré-Natal (6 consultas),3,8,7,43,7,4876,9.0,88,5493
"314020",Maripá de Minas,MG,"2022.Q3",Pré-Natal (6 consultas),3,8,5,38,8,3912,6.0,63,3000
"350910",Caiuá,SP,"2022.Q3",Pré-Natal (6 consultas),3,8,5,38,8,5491,9.0,63,6017
"354470",Sagres,SP,"2022.Q3",Pré-Natal (6 consultas),3,8,6,38,8,3095,6.0,75,2427
"280690",São Francisco,SE,"2022.Q3",Pré-Natal (6 consultas),3,8,6,38,8,3761,8.0,75,3837
"313260",Itamarati de Minas,MG,"2022.Q3",Pré-Natal (6 consultas),3,8,6,38,8,4333,8.0,75,4395
"431935",São Pedro da Serra,RS,"2022.Q3",Pré-Natal (6 consultas),3,8,6,38,8,4648,7.0,75,3881
"310380",Arapuá,MG,"2022.Q3",Pré-Natal (6 consultas),3,4,8,38,8,3155,4.0,200,2836
"412420",Santo Antônio do Caiuá,PR,"2022.Q3",Pré-Natal (6 consultas),3,6,8,38,8,2634,6.0,133,2611
"220415",Francisco Macedo,PI,"2022.Q3",Pré-Natal (6 consultas),3,6,8,38,8,3093,6.0,133,3216
"316165",São Geraldo do Baixio,MG,"2022.Q3",Pré-Natal (6 consultas),3,8,8,38,8,4111,8.0,100,4104
"431860",São José do Ouro,RS,"2022.Q3",Pré-Natal (6 consultas),3,9,3,33,9,3464,18.0,33,6911
"421755",Serra Alta,SC,"2022.Q3",Pré-Natal (6 consultas),3,9,4,33,9,3622,8.0,44,3249
"313500",Jaguaraçu,MG,"2022.Q3",Pré-Natal (6 consultas),3,9,5,33,9,3915,7.0,56,3151
"431113",Jari,RS,"2022.Q3",Pré-Natal (6 consultas),3,9,6,33,9,3695,8.0,67,3472
"280250",General Maynard,SE,"2022.Q3",Pré-Natal (6 consultas),3,9,6,33,9,3699,8.0,67,3421
"510757",Rondolândia,MT,"2022.Q3",Pré-Natal (6 consultas),3,4,9,33,9,3374,5.0,225,4069
"311620",Chiador,MG,"2022.Q3",Pré-Natal (6 consultas),3,4,9,33,9,3397,3.0,225,2657
"312280",Dom Viçoso,MG,"2022.Q3",Pré-Natal (6 consultas),3,6,9,33,9,3436,5.0,150,2992
"520280",Avelinópolis,GO,"2022.Q3",Pré-Natal (6 consultas),3,7,9,33,9,3396,5.0,129,2401
"430550",Ciríaco,RS,"2022.Q3",Pré-Natal (6 consultas),3,8,9,33,9,4674,8.0,113,4693
"432135",Tavares,RS,"2022.Q3",Pré-Natal (6 consultas),3,9,9,33,9,4402,11.0,100,5484
"411930",Pinhão,PR,"2022.Q3",Pré-Natal (6 consultas),30,110,109,28,109,22762,158.0,99,32722
"330060",Bom Jesus do Itabapoana,RJ,"2022.Q3",Pré-Natal (6 consultas),30,127,111,27,111,31236,152.0,87,37306
"210870",Pio XII,MA,"2022.Q3",Pré-Natal (6 consultas),30,124,98,24,124,23267,113.0,79,21274
"210500",Humberto de Campos,MA,"2022.Q3",Pré-Natal (6 consultas),30,139,137,22,137,26672,152.0,99,29143
"431740",Santiago,RS,"2022.Q3",Pré-Natal (6 consultas),30,156,91,19,156,43936,175.0,58,49298
"150110",Bagre,PA,"2022.Q3",Pré-Natal (6 consultas),30,73,161,19,161,14579,159.0,221,31967
"412340",Santa Fé,PR,"2022.Q3",Pré-Natal (6 consultas),30,22,34,88,34,10249,27.0,155,12330
"231120",Potengi,CE,"2022.Q3",Pré-Natal (6 consultas),30,30,36,83,36,10352,32.0,120,11165
"313290",Itamogi,MG,"2022.Q3",Pré-Natal (6 consultas),30,39,36,83,36,12030,33.0,92,10122
"290660",Candiba,BA,"2022.Q3",Pré-Natal (6 consultas),30,30,37,81,37,12823,34.0,123,14415
"421565",Santa Rosa do Sul,SC,"2022.Q3",Pré-Natal (6 consultas),30,34,37,81,37,11103,26.0,109,8397
"240080",Angicos,RN,"2022.Q3",Pré-Natal (6 consultas),30,36,37,81,37,12221,34.0,103,11695
"251680",Triunfo,PB,"2022.Q3",Pré-Natal (6 consultas),30,20,38,79,38,10172,19.0,190,9473
"510420",Guiratinga,MT,"2022.Q3",Pré-Natal (6 consultas),30,17,39,77,39,10298,26.0,229,15740
"510895",Nova Monte Verde,MT,"2022.Q3",Pré-Natal (6 consultas),30,30,40,75,40,9264,30.0,133,9375
"421210",Palmitos,SC,"2022.Q3",Pré-Natal (6 consultas),30,42,40,75,40,16935,40.0,95,16144
"411510",Mariluz,PR,"2022.Q3",Pré-Natal (6 consultas),30,44,41,73,41,11246,40.0,93,10327
"260250",Brejinho,PE,"2022.Q3",Pré-Natal (6 consultas),30,25,42,71,42,8954,21.0,168,7489
"240910",Passa e Fica,RN,"2022.Q3",Pré-Natal (6 consultas),30,36,42,71,42,13063,38.0,117,13667
"292680",Rio do Antônio,BA,"2022.Q3",Pré-Natal (6 consultas),30,25,43,70,43,12738,30.0,172,15521
"250403",Capim,PB,"2022.Q3",Pré-Natal (6 consultas),30,38,43,70,43,8265,31.0,113,6715
"314730",Paraisópolis,MG,"2022.Q3",Pré-Natal (6 consultas),30,50,43,70,43,20249,53.0,86,21353
"290510",Caém,BA,"2022.Q3",Pré-Natal (6 consultas),30,37,44,68,44,10766,31.0,119,8912
"220810",Pimenteiras,PI,"2022.Q3",Pré-Natal (6 consultas),30,34,45,67,45,11045,37.0,132,12150
"311150",Campos Altos,MG,"2022.Q3",Pré-Natal (6 consultas),30,43,45,67,45,13783,49.0,105,15661
"291240",Ibipeba,BA,"2022.Q3",Pré-Natal (6 consultas),30,53,45,67,45,17181,57.0,85,18421
"316555",Setubinha,MG,"2022.Q3",Pré-Natal (6 consultas),30,33,46,65,46,11006,37.0,139,12493
"430420",Candelária,RS,"2022.Q3",Pré-Natal (6 consultas),30,47,35,64,47,16722,89.0,74,31475
"500085",Angélica,MS,"2022.Q3",Pré-Natal (6 consultas),30,42,47,64,47,11345,41.0,112,11081
"291535",Itaguaçu da Bahia,BA,"2022.Q3",Pré-Natal (6 consultas),30,42,47,64,47,12718,48.0,112,14650
"280445",Nossa Senhora Aparecida,SE,"2022.Q3",Pré-Natal (6 consultas),30,26,49,61,49,9605,24.0,188,8822
"291300",Ibitiara,BA,"2022.Q3",Pré-Natal (6 consultas),30,41,49,61,49,15311,44.0,120,16463
"220250",Caracol,PI,"2022.Q3",Pré-Natal (6 consultas),30,45,49,61,49,10585,47.0,109,11009
"290830",Conceição do Almeida,BA,"2022.Q3",Pré-Natal (6 consultas),30,47,49,61,49,18918,42.0,104,17087
"261247",Santa Cruz da Baixa Verde,PE,"2022.Q3",Pré-Natal (6 consultas),30,49,52,58,52,12680,49.0,106,12708
"311440",Carmo do Rio Claro,MG,"2022.Q3",Pré-Natal (6 consultas),30,53,41,57,53,18596,61.0,77,21310
"292910",São Felipe,BA,"2022.Q3",Pré-Natal (6 consultas),30,56,53,57,53,20486,58.0,95,21083
"220110",Avelino Lopes,PI,"2022.Q3",Pré-Natal (6 consultas),30,61,55,55,55,12810,54.0,90,11361
"250790",Juripiranga,PB,"2022.Q3",Pré-Natal (6 consultas),30,56,41,54,56,11980,51.0,73,10830
"412680",Tapejara,PR,"2022.Q3",Pré-Natal (6 consultas),30,56,45,54,56,17158,54.0,80,16480
"510805",Terra Nova do Norte,MT,"2022.Q3",Pré-Natal (6 consultas),30,58,49,52,58,11936,45.0,84,9284
"120001",Acrelândia,AC,"2022.Q3",Pré-Natal (6 consultas),30,56,58,52,58,12770,69.0,104,15721
"290682",Canudos,BA,"2022.Q3",Pré-Natal (6 consultas),30,56,58,52,58,13815,68.0,104,16832
"292610",Retirolândia,BA,"2022.Q3",Pré-Natal (6 consultas),30,54,59,51,59,13997,56.0,109,14588
"353530",Palmital,SP,"2022.Q3",Pré-Natal (6 consultas),30,62,41,48,62,21161,65.0,66,22322
"150497",Nova Ipixuna,PA,"2022.Q3",Pré-Natal (6 consultas),30,47,63,48,63,13041,61.0,134,17027
"316200",São Gonçalo do Sapucaí,MG,"2022.Q3",Pré-Natal (6 consultas),30,62,65,46,65,18200,87.0,105,25670
"354240",Regente Feijó,SP,"2022.Q3",Pré-Natal (6 consultas),30,66,38,45,66,22839,59.0,58,20523
"292190",Mucugê,BA,"2022.Q3",Pré-Natal (6 consultas),30,71,46,42,71,12841,48.0,65,8725
"313115",Ipaba,MG,"2022.Q3",Pré-Natal (6 consultas),30,76,50,39,76,19769,73.0,66,18926
"290370",Boa Nova,BA,"2022.Q3",Pré-Natal (6 consultas),30,79,41,38,79,16031,59.0,52,12039
"520920",Guapó,GO,"2022.Q3",Pré-Natal (6 consultas),30,86,58,35,86,18000,68.0,67,14206
"120005",Assis Brasil,AC,"2022.Q3",Pré-Natal (6 consultas),30,91,87,34,87,10537,66.0,96,7649
"210800",Pastos Bons,MA,"2022.Q3",Pré-Natal (6 consultas),30,88,67,34,88,18546,93.0,76,19693
"210845",Peritoró,MA,"2022.Q3",Pré-Natal (6 consultas),30,78,98,31,98,18341,100.0,126,23530
"150215",Canaã dos Carajás,PA,"2022.Q3",Pré-Natal (6 consultas),305,735,441,41,735,79174,363.0,60,39103
"510840",Várzea Grande,MT,"2022.Q3",Pré-Natal (6 consultas),306,628,762,40,762,118418,1539.0,121,290383
"211210",Timbiras,MA,"2022.Q3",Pré-Natal (6 consultas),31,114,132,23,132,20531,163.0,116,29241
"411770",Palmeira,PR,"2022.Q3",Pré-Natal (6 consultas),31,133,69,23,133,33900,134.0,52,34109
"355500",Tupã,SP,"2022.Q3",Pré-Natal (6 consultas),31,140,83,22,140,45346,202.0,59,65615
"330414",Queimados,RJ,"2022.Q3",Pré-Natal (6 consultas),31,197,161,16,197,48739,615.0,82,152311
"353980",Poá,SP,"2022.Q3",Pré-Natal (6 consultas),31,144,222,14,222,37387,459.0,154,119221
"220985",São João da Canabrava,PI,"2022.Q3",Pré-Natal (6 consultas),31,14,31,100,31,4695,14.0,221,4619
"411345",Lindoeste,PR,"2022.Q3",Pré-Natal (6 consultas),31,26,35,89,35,6109,19.0,135,4488
"291690",Itiruçu,BA,"2022.Q3",Pré-Natal (6 consultas),31,32,35,89,35,11895,34.0,109,12482
"510680",Porto dos Gaúchos,MT,"2022.Q3",Pré-Natal (6 consultas),31,32,35,89,35,8062,21.0,109,5344
"312595",Fervedouro,MG,"2022.Q3",Pré-Natal (6 consultas),31,38,37,84,37,11464,37.0,97,11100
"411390",Mallet,PR,"2022.Q3",Pré-Natal (6 consultas),31,39,37,84,37,12413,43.0,95,13697
"314910",Pedralva,MG,"2022.Q3",Pré-Natal (6 consultas),31,41,38,82,38,12393,37.0,93,11098
"292145",Mirante,BA,"2022.Q3",Pré-Natal (6 consultas),31,30,40,78,40,10211,24.0,133,8264
"500200",Batayporã,MS,"2022.Q3",Pré-Natal (6 consultas),31,39,40,78,40,13330,33.0,103,11368
"260690",Iguaraci,PE,"2022.Q3",Pré-Natal (6 consultas),31,34,41,76,41,11910,35.0,121,12265
"291740",Jacaraci,BA,"2022.Q3",Pré-Natal (6 consultas),31,38,41,76,41,14166,40.0,108,14855
"312970",Ibiraci,MG,"2022.Q3",Pré-Natal (6 consultas),31,38,42,74,42,11954,45.0,111,14128
"420960",Lauro Muller,SC,"2022.Q3",Pré-Natal (6 consultas),31,40,42,74,42,16707,37.0,105,15380
"261430",Moreilândia,PE,"2022.Q3",Pré-Natal (6 consultas),31,44,42,74,42,11814,42.0,95,11269
"220196",Brasileira,PI,"2022.Q3",Pré-Natal (6 consultas),31,18,43,72,43,8871,17.0,239,8364
"432110",Tapes,RS,"2022.Q3",Pré-Natal (6 consultas),31,34,43,72,43,15348,38.0,126,17363
"510718",Ribeirão Cascalheira,MT,"2022.Q3",Pré-Natal (6 consultas),31,38,43,72,43,8494,47.0,113,10450
"230600",Iracema,CE,"2022.Q3",Pré-Natal (6 consultas),31,40,43,72,43,15554,37.0,108,14351
"240010",Acari,RN,"2022.Q3",Pré-Natal (6 consultas),31,26,44,70,44,12100,24.0,169,11106
"270150",Campo Grande,AL,"2022.Q3",Pré-Natal (6 consultas),31,38,44,70,44,10016,36.0,116,9576
"421105",Monte Carlo,SC,"2022.Q3",Pré-Natal (6 consultas),31,44,44,70,44,10123,43.0,100,9945
"210207",Bom Lugar,MA,"2022.Q3",Pré-Natal (6 consultas),31,32,45,69,45,12676,42.0,141,16578
"240140",Baía Formosa,RN,"2022.Q3",Pré-Natal (6 consultas),31,34,45,69,45,9313,34.0,132,9373
"431820",São Francisco de Paula,RS,"2022.Q3",Pré-Natal (6 consultas),31,48,45,69,45,18936,56.0,94,21871
"353282",Nova Campina,SP,"2022.Q3",Pré-Natal (6 consultas),31,32,46,67,46,9503,34.0,144,9962
"220610",Matias Olímpio,PI,"2022.Q3",Pré-Natal (6 consultas),31,46,46,67,46,11828,43.0,100,10979
"320270",Itaguaçu,ES,"2022.Q3",Pré-Natal (6 consultas),31,35,49,63,49,14530,34.0,140,13982
"314505",Nova Porteirinha,MG,"2022.Q3",Pré-Natal (6 consultas),31,22,50,62,50,7588,22.0,227,7493
"420260",Bom Retiro,SC,"2022.Q3",Pré-Natal (6 consultas),31,28,53,58,53,9572,30.0,189,10153
"241480",Vera Cruz,RN,"2022.Q3",Pré-Natal (6 consultas),31,59,54,57,54,14981,50.0,92,12789
"270760",Quebrangulo,AL,"2022.Q3",Pré-Natal (6 consultas),31,60,55,56,55,12750,53.0,92,11202
"230390",Chaval,CE,"2022.Q3",Pré-Natal (6 consultas),31,58,58,53,58,13770,55.0,100,13112
"240470",Ipanguaçu,RN,"2022.Q3",Pré-Natal (6 consultas),31,55,59,53,59,15240,57.0,107,15759
"230820",Meruoca,CE,"2022.Q3",Pré-Natal (6 consultas),31,57,59,53,59,16086,54.0,104,15309
"280230",Frei Paulo,SE,"2022.Q3",Pré-Natal (6 consultas),31,59,59,53,59,14863,62.0,100,15688
"210050",Alto Parnaíba,MA,"2022.Q3",Pré-Natal (6 consultas),31,48,60,52,60,10824,50.0,125,11233
"250350",Cacimba de Dentro,PB,"2022.Q3",Pré-Natal (6 consultas),31,54,60,52,60,16914,55.0,111,17169
"261270",Santa Maria do Cambucá,PE,"2022.Q3",Pré-Natal (6 consultas),31,69,60,52,60,15565,63.0,87,14308
"220350",Elesbão Veloso,PI,"2022.Q3",Pré-Natal (6 consultas),31,42,61,51,61,14474,42.0,145,14550
"210315",Centro do Guilherme,MA,"2022.Q3",Pré-Natal (6 consultas),31,49,62,50,62,11626,59.0,127,13876
"353940",Piratininga,SP,"2022.Q3",Pré-Natal (6 consultas),31,63,37,49,63,18242,48.0,59,13890
"230860",Monsenhor Tabosa,CE,"2022.Q3",Pré-Natal (6 consultas),31,64,41,48,64,16342,68.0,64,17264
"110006",Colorado do Oeste,RO,"2022.Q3",Pré-Natal (6 consultas),31,69,52,45,69,15713,67.0,75,15213
"431530",Quaraí,RS,"2022.Q3",Pré-Natal (6 consultas),31,70,69,45,69,19950,79.0,99,22531
"280280",Indiaroba,SE,"2022.Q3",Pré-Natal (6 consultas),31,67,70,44,70,16712,74.0,104,18337
"130280",Maraã,AM,"2022.Q3",Pré-Natal (6 consultas),31,79,71,44,71,12638,114.0,90,18298
"312400",Ervália,MG,"2022.Q3",Pré-Natal (6 consultas),31,77,52,40,77,22519,65.0,68,19019
"211140",São Luís Gonzaga do Maranhão,MA,"2022.Q3",Pré-Natal (6 consultas),31,77,58,40,77,20185,71.0,75,18600
"421750",Seara,SC,"2022.Q3",Pré-Natal (6 consultas),31,79,55,39,79,18797,74.0,70,17610
"130430",Urucará,AM,"2022.Q3",Pré-Natal (6 consultas),31,70,79,39,79,15714,71.0,113,16007
"353740",Pereira Barreto,SP,"2022.Q3",Pré-Natal (6 consultas),31,81,58,38,81,26220,79.0,72,25685
"313210",Itacarambi,MG,"2022.Q3",Pré-Natal (6 consultas),31,84,70,37,84,18869,81.0,83,18175
"280170",Cristinápolis,SE,"2022.Q3",Pré-Natal (6 consultas),31,87,71,36,87,17500,90.0,82,18181
"432180",Três de Maio,RS,"2022.Q3",Pré-Natal (6 consultas),31,90,52,34,90,24292,88.0,58,23846
"520540",Ceres,GO,"2022.Q3",Pré-Natal (6 consultas),31,97,60,32,97,22677,96.0,62,22407
"351050",Caraguatatuba,SP,"2022.Q3",Pré-Natal (6 consultas),312,543,471,66,471,139886,486.0,87,125194
"230640",Itapipoca,CE,"2022.Q3",Pré-Natal (6 consultas),312,616,655,48,655,128805,630.0,106,131687
"352230",Itapetininga,SP,"2022.Q3",Pré-Natal (6 consultas),315,368,430,73,430,98339,626.0,117,167106
"260600",Garanhuns,PE,"2022.Q3",Pré-Natal (6 consultas),317,720,552,44,720,139512,729.0,77,141347
"150803",Tracuateua,PA,"2022.Q3",Pré-Natal (6 consultas),32,134,123,26,123,28073,151.0,92,31549
"292930",São Gonçalo dos Campos,BA,"2022.Q3",Pré-Natal (6 consultas),32,89,138,23,138,32160,106.0,155,38315
"330080",Cachoeiras de Macacu,RJ,"2022.Q3",Pré-Natal (6 consultas),32,142,104,23,142,40192,211.0,73,59652
"150070",Anajás,PA,"2022.Q3",Pré-Natal (6 consultas),32,139,236,14,236,17121,245.0,170,30091
"293230",Ubatã,BA,"2022.Q3",Pré-Natal (6 consultas),32,26,38,84,38,13869,51.0,146,27481
"420220",Benedito Novo,SC,"2022.Q3",Pré-Natal (6 consultas),32,28,39,82,39,11973,28.0,139,11896
"500124",Aral Moreira,MS,"2022.Q3",Pré-Natal (6 consultas),32,28,42,76,42,10331,34.0,150,12511
"170650",Darcinópolis,TO,"2022.Q3",Pré-Natal (6 consultas),32,28,42,76,42,6310,28.0,150,6250
"220030",Alto Longá,PI,"2022.Q3",Pré-Natal (6 consultas),32,29,42,76,42,13664,30.0,145,14371
"250077",Aparecida,PB,"2022.Q3",Pré-Natal (6 consultas),32,23,43,74,43,8912,22.0,187,8482
"290160",Antas,BA,"2022.Q3",Pré-Natal (6 consultas),32,24,43,74,43,11890,39.0,179,19659
"290050",Érico Cardoso,BA,"2022.Q3",Pré-Natal (6 consultas),32,31,43,74,43,11181,29.0,139,10513
"230980",Pacoti,CE,"2022.Q3",Pré-Natal (6 consultas),32,47,43,74,43,12073,48.0,91,12313
"220680",Nossa Senhora dos Remédios,PI,"2022.Q3",Pré-Natal (6 consultas),32,44,34,73,44,9966,39.0,77,8751
"310370",Araponga,MG,"2022.Q3",Pré-Natal (6 consultas),32,24,44,73,44,8704,23.0,183,8467
"352360",Itirapina,SP,"2022.Q3",Pré-Natal (6 consultas),32,36,44,73,44,14378,47.0,122,18610
"355610",Valentim Gentil,SP,"2022.Q3",Pré-Natal (6 consultas),32,52,44,73,44,15660,46.0,85,13732
"353200",Morungaba,SP,"2022.Q3",Pré-Natal (6 consultas),32,28,45,71,45,8631,45.0,161,13936
"291820",Jiquiriçá,BA,"2022.Q3",Pré-Natal (6 consultas),32,39,45,71,45,14760,39.0,115,14576
"430680",Encantado,RS,"2022.Q3",Pré-Natal (6 consultas),32,40,45,71,45,11563,79.0,113,23047
"510370",Feliz Natal,MT,"2022.Q3",Pré-Natal (6 consultas),32,42,45,71,45,11018,56.0,107,14847
"432040",Serafina Corrêa,RS,"2022.Q3",Pré-Natal (6 consultas),32,53,45,71,45,17639,54.0,85,18074
"420790",Irineópolis,SC,"2022.Q3",Pré-Natal (6 consultas),32,39,46,70,46,11868,37.0,118,11354
"240460",Ielmo Marinho,RN,"2022.Q3",Pré-Natal (6 consultas),32,33,48,67,48,12255,38.0,145,14033
"211090",São Francisco do Maranhão,MA,"2022.Q3",Pré-Natal (6 consultas),32,47,48,67,48,12797,45.0,102,12226
"230570",Ipaumirim,CE,"2022.Q3",Pré-Natal (6 consultas),32,31,49,65,49,11795,33.0,158,12507
"510279",Carlinda,MT,"2022.Q3",Pré-Natal (6 consultas),32,34,49,65,49,10186,34.0,144,10094
"250070",São João do Rio do Peixe,PB,"2022.Q3",Pré-Natal (6 consultas),32,53,50,64,50,18962,50.0,94,18020
"410230",Balsa Nova,PR,"2022.Q3",Pré-Natal (6 consultas),32,59,52,62,52,14941,52.0,88,13238
"270060",Barra de São Miguel,AL,"2022.Q3",Pré-Natal (6 consultas),32,53,44,60,53,10985,41.0,83,8434
"171620",Paranã,TO,"2022.Q3",Pré-Natal (6 consultas),32,44,53,60,53,10952,42.0,120,10426
"210275",Capinzal do Norte,MA,"2022.Q3",Pré-Natal (6 consultas),32,33,54,59,54,11717,31.0,164,10937
"293210",Ubaíra,BA,"2022.Q3",Pré-Natal (6 consultas),32,35,54,59,54,11269,61.0,154,19860
"500580",Nioaque,MS,"2022.Q3",Pré-Natal (6 consultas),32,39,54,59,54,10392,52.0,138,13794
"293090",Tabocas do Brejo Velho,BA,"2022.Q3",Pré-Natal (6 consultas),32,41,54,59,54,12648,41.0,132,12515
"270600",Olivença,AL,"2022.Q3",Pré-Natal (6 consultas),32,44,55,58,55,12031,43.0,125,11681
"430650",Dom Feliciano,RS,"2022.Q3",Pré-Natal (6 consultas),32,37,57,56,57,12930,45.0,154,15556
"270020",Anadia,AL,"2022.Q3",Pré-Natal (6 consultas),32,58,49,55,58,16248,63.0,84,17507
"290360",Biritinga,BA,"2022.Q3",Pré-Natal (6 consultas),32,55,58,55,58,16299,54.0,105,15989
"293075",Sítio do Mato,BA,"2022.Q3",Pré-Natal (6 consultas),32,49,60,53,60,10601,60.0,122,13104
"210255",Campestre do Maranhão,MA,"2022.Q3",Pré-Natal (6 consultas),32,55,60,53,60,13544,59.0,109,14530
"220320",Curimatá,PI,"2022.Q3",Pré-Natal (6 consultas),32,64,44,50,64,13648,54.0,69,11461
"500800",Terenos,MS,"2022.Q3",Pré-Natal (6 consultas),32,36,65,49,65,15332,54.0,181,22721
"420690",Ibirama,SC,"2022.Q3",Pré-Natal (6 consultas),32,69,65,49,65,22131,60.0,94,19238
"510125",Araputanga,MT,"2022.Q3",Pré-Natal (6 consultas),32,67,43,48,67,16373,70.0,64,17078
"412150",Rebouças,PR,"2022.Q3",Pré-Natal (6 consultas),32,67,46,48,67,16451,61.0,69,14991
"293030",Serra Dourada,BA,"2022.Q3",Pré-Natal (6 consultas),32,67,56,48,67,16177,72.0,84,17261
"315400",Raul Soares,MG,"2022.Q3",Pré-Natal (6 consultas),32,70,57,46,70,25082,66.0,81,23663
"330515",São José do Vale do Rio Preto,RJ,"2022.Q3",Pré-Natal (6 consultas),32,71,71,45,71,22622,69.0,100,22032
"313580",Jequitinhonha,MG,"2022.Q3",Pré-Natal (6 consultas),32,72,71,45,71,22586,82.0,99,25555
"270160",Canapi,AL,"2022.Q3",Pré-Natal (6 consultas),32,72,50,44,72,15992,80.0,69,17715
"430940",Guaporé,RS,"2022.Q3",Pré-Natal (6 consultas),32,77,56,42,77,25618,79.0,73,26199
"292590",Quijingue,BA,"2022.Q3",Pré-Natal (6 consultas),32,66,77,42,77,23925,76.0,117,27672
"251630",Sumé,PB,"2022.Q3",Pré-Natal (6 consultas),32,80,48,40,80,18134,75.0,60,17096
"412750",Tibagi,PR,"2022.Q3",Pré-Natal (6 consultas),32,81,53,40,81,18310,91.0,65,20688
"520890",Goiás,GO,"2022.Q3",Pré-Natal (6 consultas),32,81,59,40,81,21824,82.0,73,22122
"320460",Santa Teresa,ES,"2022.Q3",Pré-Natal (6 consultas),32,86,69,37,86,27991,73.0,80,23853
"432080",Soledade,RS,"2022.Q3",Pré-Natal (6 consultas),32,87,64,37,87,23904,113.0,74,31067
"420900",Joaçaba,SC,"2022.Q3",Pré-Natal (6 consultas),32,94,67,34,94,29723,97.0,71,30684
"420890",Jaraguá do Sul,SC,"2022.Q3",Pré-Natal (6 consultas),321,525,493,65,493,137786,703.0,94,184579
"420460",Criciúma,SC,"2022.Q3",Pré-Natal (6 consultas),326,642,561,58,561,169331,832.0,87,219393
"352440",Jacareí,SP,"2022.Q3",Pré-Natal (6 consultas),327,835,494,39,835,226783,873.0,59,237119
"130420",Tefé,AM,"2022.Q3",Pré-Natal (6 consultas),329,613,491,54,613,67034,542.0,80,59250
"310340",Araçuaí,MG,"2022.Q3",Pré-Natal (6 consultas),33,95,103,32,103,28704,122.0,108,36715
"120033",Mâncio Lima,AC,"2022.Q3",Pré-Natal (6 consultas),33,94,104,32,104,18863,98.0,111,19643
"420940",Laguna,SC,"2022.Q3",Pré-Natal (6 consultas),33,113,94,29,113,41375,127.0,83,46424
"330385",Paty do Alferes,RJ,"2022.Q3",Pré-Natal (6 consultas),33,115,97,29,115,30386,106.0,84,27942
"210090",Araioses,MA,"2022.Q3",Pré-Natal (6 consultas),33,104,119,28,119,34605,141.0,114,47095
"412220",Rio Branco do Sul,PR,"2022.Q3",Pré-Natal (6 consultas),33,135,101,24,135,26468,167.0,75,32635
"521450",Nerópolis,GO,"2022.Q3",Pré-Natal (6 consultas),33,151,94,22,151,31844,147.0,62,30931
"313720",Lagoa da Prata,MG,"2022.Q3",Pré-Natal (6 consultas),33,152,114,22,152,42503,190.0,75,53236
"311530",Cataguases,MG,"2022.Q3",Pré-Natal (6 consultas),33,172,97,19,172,62630,208.0,56,75942
"320150",Colatina,ES,"2022.Q3",Pré-Natal (6 consultas),33,332,168,10,332,90128,458.0,51,124283
"420020",Agrolândia,SC,"2022.Q3",Pré-Natal (6 consultas),33,30,39,85,39,11981,28.0,130,11160
"510724",Santa Carmem,MT,"2022.Q3",Pré-Natal (6 consultas),33,30,39,85,39,6186,22.0,130,4600
"291185",Heliópolis,BA,"2022.Q3",Pré-Natal (6 consultas),33,32,40,83,40,13255,31.0,125,12946
"230533",Ibicuitinga,CE,"2022.Q3",Pré-Natal (6 consultas),33,36,41,80,41,12754,36.0,114,12730
"290430",Brejões,BA,"2022.Q3",Pré-Natal (6 consultas),33,38,41,80,41,14088,38.0,108,14155
"312780",Grão Mogol,MG,"2022.Q3",Pré-Natal (6 consultas),33,38,42,79,42,14636,41.0,111,15943
"312810",Guapé,MG,"2022.Q3",Pré-Natal (6 consultas),33,40,42,79,42,14723,39.0,105,14269
"310825",Bonito de Minas,MG,"2022.Q3",Pré-Natal (6 consultas),33,26,43,77,43,10434,29.0,165,11502
"251310",Salgado de São Félix,PB,"2022.Q3",Pré-Natal (6 consultas),33,44,43,77,43,13457,40.0,98,12123
